name,stage,amount_raised,current_investors,investment_sector,geography,date,website,Funding Announcment,ctvc_link
Moxion Power,Series B,100000000,Tamarack Global; Sunbelt Rentals; Suffolk Technologies; Rocketship.vc; Microsoft Climate Innovation Fund; Marubeni; Enterprise Holding Ventures; Energy Impact Partners; Amazon Climate Pledge Fund,"Energy, Power & Storage","Richmond, CA",03-Oct-22,moxionpower.com,https://techcrunch.com/2022/09/28/moxion-nails-100m-series-b-to-replace-noxious-diesel-generators-with-silent-batteries/?ref=ctvc.co,https://www.ctvc.co//signaling-more-climate-peril/
Sitetracker,Series D,66000000,Energize Ventures; Bridgebank; H.I.G. Growth; National Grid Partners; Clearvision Ventures; NTT Docomo Ventures; Kingfisher Investment Advisors; Raine Next-GEn Communications,Industrial Processes & Management,"Montclair, NJ",03-Oct-22,sitetracker.com,https://workweek.com/brand/keep-cool/?ref=ctvc.co,https://www.ctvc.co//signaling-more-climate-peril/
Magna Imperio Systems,Undisclosed,45000000,,"Waste, Plastic & Recycling","Houston, TX",03-Oct-22,misystems.global,https://misystems.global/2022/09/29/mi-systems-closes-on-45m-funding-facility/?ref=ctvc.co,https://www.ctvc.co//signaling-more-climate-peril/
Solfácil,Series C,30000000,Fifth Wall Climate,"Energy, Power & Storage",Brazil,03-Oct-22,solfacil.com.br,https://www.bloomberglinea.com/english/rounds-of-the-week-solfacil-secures-30m-series-c-extension/?ref=ctvc.co,https://www.ctvc.co//signaling-more-climate-peril/
OneD Battery Sciences,Series C,25000000,Volta Energy Technologies; General Motors,"Energy, Power & Storage","Palo Alto, CA",03-Oct-22,,https://techcrunch.com/2022/09/29/gm-partners-invests-in-oned-battery-sciences-in-quest-for-cheap-energy-dense-ev-batteries/?tpcc=tcplustwitter&ref=ctvc.co,https://www.ctvc.co//signaling-more-climate-peril/
SINAI Technologies,Series A,22000000,Energize Ventures; Valo Ventures; Stardust Equity; Singtel Innov8; Presidio Ventures; Obvious Ventures; others,"Energy, Power & Storage","San Francisco, CA",03-Oct-22,sinai.com,https://www.reuters.com/technology/sinai-technologies-raises-22-mln-backed-by-energize-ventures-2022-09-27/?ref=ctvc.co,https://www.ctvc.co//signaling-more-climate-peril/
EverestLabs,Series A,16100000,Translink Capital; NEC Orchestrating Future Fund; Benhamou Global Ventures; Sierra Ventures; Morado Ventures; Xplorer Capital,"Waste, Plastic & Recycling","Fremont, CA",03-Oct-22,everestlabs.ai,https://techcrunch.com/2022/09/28/everestlabs-raises-16-1m-for-ai-that-sorts-recyclables/?ref=ctvc.co,https://www.ctvc.co//signaling-more-climate-peril/
Woltair,Series A,16000000,ArcTern Ventures; Westly Group; Aternus; Kaya VC; Inven Capital; Movens Capital,Buildings,Czech Republic,03-Oct-22,woltair.cz,https://siliconcanals.com/news/startups/prague-based-woltair-raises-16-3m/?ref=ctvc.co,https://www.ctvc.co//signaling-more-climate-peril/
Caelux Corporation,Undisclosed,12000000,Reliance New Energy Limited,"Energy, Power & Storage","Pasadena, CA",03-Oct-22,,https://www.prnewswire.com/news-releases/reliance-new-energy-limited-to-invest-in-caelux-corporation-301631793.html?ref=ctvc.co,https://www.ctvc.co//signaling-more-climate-peril/
PlanetWatchers,Series A,11000000,Seraphim Investment Trust; Creative Ventures; Trendlines Agrifood Fund; BIG Capital; Ridgeline Partners,"Food, Agriculture & Forestry",England,03-Oct-22,planetwatchers.com,https://member.fintech.global/2022/09/28/planetwatchers-secures-11m-to-support-crop-insurers/?utm_source=twitter&utm_medium=twitter&utm_campaign=28/09,https://www.ctvc.co//signaling-more-climate-peril/
Flora,Undisclosed,9000000,Lux Capital; Paragon Ventures; Esas Ventures; D4 Ventures; Correlation Ventures; Climate Capital; 23 Fund,General Catalyst,"San Francisco, CA",03-Oct-22,floracing.com,https://techcrunch.com/2022/09/28/flora-sustainable-brand-marketplace/?ref=ctvc.co,https://www.ctvc.co//signaling-more-climate-peril/
Aspen Creek Digital,Series A,8000000,Polychain; Galaxy Digital; Mana Ventures; Luxor Technologies; Gaingels; Copper River Energy Partners; CMT Digital Ventures,"Energy, Power & Storage","El Segundo, CA",03-Oct-22,acdigitalcorp.com,https://www.prnewswire.com/news-releases/aspen-creek-digital-corporation-announces-8-million-series-a-funding-301633761.html?ref=ctvc.co,https://www.ctvc.co//signaling-more-climate-peril/
Climate Club,Seed,6500000,XYZ Venture Capital; Vestigo Ventures; Red Sea Ventures; My Climate Journey Collective,General Catalyst,"New York, NY",03-Oct-22,climateclub.com,https://www.businesswire.com/news/home/20220928005410/en/Carbon-Reduction-Platform-Climate-Club-Announces-Launch-with-6.5-Million-in-Seed-Funding?ref=ctvc.co,https://www.ctvc.co//signaling-more-climate-peril/
Carbon Ridge,Seed,6000000,Grantham Foundation; Crowley; Berge BUlk; Rusheen Capital Management; Plug and Play Ventures,"Energy, Power & Storage","Los Angeles, CA",03-Oct-22,carbonridge.net,https://www.businesswire.com/news/home/20220922005380/en/Carbon-Ridge-Secures-6-Million-Investment-from-Leading-Climate-Investors-and-Maritime-Industry-Leaders?ref=ctvc.co,https://www.ctvc.co//signaling-more-climate-peril/
FlexCharging,Seed,5900000,Accurant International,Transportation & Mobility,"Bellevue, WA",03-Oct-22,flexcharging.com,https://www.bizjournals.com/seattle/inno/stories/fundings/2022/09/29/flexcharging-bellevue-fundraise-electric-vehicles.html?ref=ctvc.co,https://www.ctvc.co//signaling-more-climate-peril/
LIVIN Farms,Series A,5800000,Peter Luerssen,"Food, Agriculture & Forestry",Austria,03-Oct-22,thehiveexplorer.com,https://techcrunch.com/2022/09/27/livin-farms-fly-larvae-powder/?utm_source=dlvr.it&utm_medium=twitter,https://www.ctvc.co//signaling-more-climate-peril/
Kopperfield,Seed,5000000,General Catalyst; Lachy Groom; Giant Ventures; MCJ Collective; Tobi Lutke; Kiran Bhatraju; other angels,Transportation & Mobility,"Seattle, WA",03-Oct-22,kopperfield.com,https://techcrunch.com/2022/09/27/click-to-install-kopperfields-5m-seed-round-seeks-to-speed-ev-charger-adoption/?ref=ctvc.co,https://www.ctvc.co//signaling-more-climate-peril/
Dalan Animal Health,Seed,3600000,At One Ventures; Veterinary Angel Network,"Food, Agriculture & Forestry","Athens, GA",03-Oct-22,dalan.com,https://www.axios.com/pro/climate-deals/2022/09/26/dalan-animal-health-seed-round-at-one-ventures-honeybees?ref=ctvc.co,https://www.ctvc.co//signaling-more-climate-peril/
Papaya,Seed,3500000,Giant Ventures; Seedcamp; 20VC; FJ Labs; Flexport; Cocoa,Transportation & Mobility,England,03-Oct-22,papayads.net,https://techcrunch.com/2022/09/27/papaya-wants-to-help-electrify-last-mile-logistics-in-europe/?ref=ctvc.co,https://www.ctvc.co//signaling-more-climate-peril/
Blue Farm,Undisclosed,2940000,Zintinus Capital; Übermorgen Ventures,"Food, Agriculture & Forestry",Germany,03-Oct-22,bluefarm.com.br,https://vegconomist.com/investments-finance/investments-acquisitions/blue-farm-secures-approx-e3m-oat-drink-powders/?ref=ctvc.co,https://www.ctvc.co//signaling-more-climate-peril/
7Analytics,Seed,2500000,Momentum Partners; Construct Venture; Link Capital; Obos VC,General Catalyst,Norway,03-Oct-22,analyticsvidhya.com,https://techcrunch.com/2022/09/29/as-extreme-weather-events-worsen-7analytics-meshes-ai-and-big-data-to-predict-flooding/?ref=ctvc.co,https://www.ctvc.co//signaling-more-climate-peril/
Gently,Pre-seed,2000000,Pareto Holdings; Launch; Dorm Room Fund; Centre Street Partners; V1.VC,Other,"San Francisco, CA",03-Oct-22,gently.com,https://techcrunch.com/2022/09/26/gently-shopping-secondhand-apparel/?ref=ctvc.co,https://www.ctvc.co//signaling-more-climate-peril/
Kumulus Water,Pre-seed,1000000,Wilco; Techstars Paris; Flat6Labs; Bpifrance,"Energy, Power & Storage",France,03-Oct-22,,https://afrikanheroes.com/2022/09/28/tunisias-kumulus-raises-e1m-to-generate-solar-powered-portable-water/?utm_content=222719877&utm_medium=social&utm_source=twitter&hss_channel=tw-248636975,https://www.ctvc.co//signaling-more-climate-peril/
Enmacc,Series B,,Alantra’s Energy Transition Fund; Piton Capital; Illuminate Ventures; Chevron Technology Ventures; Cherry Ventures; 10x Group,"Energy, Power & Storage",Germany,03-Oct-22,enmacc.com,https://www.alantra.com/enmacc-secures-eight-figure-sum-in-a-series-b-financing-round-led-by-klima-energy-transition-fund/?ref=ctvc.co,https://www.ctvc.co//signaling-more-climate-peril/
Hypermotive,Undisclosed,,AP Ventures,Transportation & Mobility,UK,03-Oct-22,hyper-motive.com,https://www.hyper-motive.com/hypermotive-ltd-announce-an-investment-from-london-based-ap-ventures/?ref=ctvc.co,https://www.ctvc.co//signaling-more-climate-peril/
Rondo Energy,Undisclosed,,Siam Cement Group,"Energy, Power & Storage","Alameda, CA",03-Oct-22,rondo.com,https://www.businesswire.com/news/home/20220928005093/en/Siam-Cement-Group-and-Rondo-Energy-Announce-Investment-and-Plan-Partnership-to-Bring-Zero-Carbon-Heat-to-New-Industries-and-New-Territories?ref=ctvc.co,https://www.ctvc.co//signaling-more-climate-peril/
Hammerhead Resources,IPO,1000000000,Decarbonization Plus Acquisition Corp. IV,"Energy, Power & Storage",Canada,03-Oct-22,,https://www.prnewswire.com/news-releases/hammerhead-resources-inc-and-decarbonization-plus-acquisition-corporation-iv-announce-c1-39-billion-business-combination-combined-company-to-be-listed-on-nasdaq-301632719.html?ref=ctvc.co,https://www.ctvc.co//signaling-more-climate-peril/
Indiev,IPO,600000000,Malacca Straits Acquisition Co.,Transportation & Mobility,"Vernon, CA",03-Oct-22,indievisionmusic.com,https://finance.yahoo.com/news/indiev-inc-malacca-straits-acquisition-203000830.html?guccounter=1&ref=ctvc.co,https://www.ctvc.co//signaling-more-climate-peril/
Tri Global Energy,Acquisition,270000000,Enbridge,"Energy, Power & Storage","Dallas, TX",03-Oct-22,triglobalenergy.com,https://finance.yahoo.com/news/tri-global-energy-leading-u-130000496.html?ref=ctvc.co,https://www.ctvc.co//signaling-more-climate-peril/
LanzaTech,Undisclosed,500000000,Brookfield Renewable,"Energy, Power & Storage","Skokie, IL",10-Oct-22,lanzatech.com,https://www.globenewswire.com/news-release/2022/10/03/2526742/0/en/LanzaTech-and-Brookfield-Form-Strategic-Partnership-with-an-Initial-500-Million-Commitment.html?ref=ctvc.co,https://www.ctvc.co//tax-nerds/
Form Energy,Series E,450000000,TPG Rise Climate; Canada Pension Plan Investment Board; VamosVentures; The Engine; Temasek Holdings; Prelude Ventures; NGP Energy Technology Partners; Energy Impact Partners; Coatue; Capricorn Investment Group; Breakthrough Energy Ventures; ArcelorMittal; GIC,"Energy, Power & Storage","Somerville, MA",10-Oct-22,formenergy.com,https://techcrunch.com/2022/10/06/form-energys-iron-air-battery-on-pace-for-2024-launch-with-450m-series-e/?ref=ctvc.co,https://www.ctvc.co//tax-nerds/
Inari,Series E,124000000,Sage Hill Capital; Pictet Private Equity Investors; NGS Super; Hanwha Impact Partners; Flagship Pioneering; Canada Pension Plan Investment Board,"Food, Agriculture & Forestry","Cambridge, MA",10-Oct-22,inaritea.com,https://www.prnewswire.com/news-releases/inari-raises-124-million-to-design-seeds-for-a-more-sustainable-food-system-301638020.html?ref=ctvc.co,https://www.ctvc.co//tax-nerds/
Waaree,Undisclosed,120000000,None,"Energy, Power & Storage",India,10-Oct-22,waaree.com,https://www.thehindubusinessline.com/companies/waaree-energies-raises-1000-crore-in-private-funding/article65975815.ece?ref=ctvc.co,https://www.ctvc.co//tax-nerds/
ElectraSteel,Undisclosed,85000000,Breakthrough Energy Ventures; Valor Equity Partners; Temasek Holdings; S2G Ventures; Lowercarbon Capital; Capricorn Investment Group; BHP Ventures; Baruch Future Ventures; Amazon,Industrial Processes & Management,"Boulder, CO",10-Oct-22,,https://www.businesswire.com/news/home/20221006005559/en/Electra-raises-85M-to-electrify-and-decarbonize-iron-and-steelmaking-with-no-green-premium?ref=ctvc.co,https://www.ctvc.co//tax-nerds/
Euler Motors,Series C,60000000,GIC Singapore; Moglix; QRG Investments and Holdings; Blume Ventures; Athera Venture Partners; ADB Ventures,Transportation & Mobility,India,10-Oct-22,eulermotors.com,https://techcrunch.com/2022/10/03/gic-backs-indian-ev-startup-euler-motors-in-60-million-funding/?ref=ctvc.co,https://www.ctvc.co//tax-nerds/
Gourmey,Series A,47000000,Earlybird VC; Keen Venture Partners; Omnes Capital; Discovery; Thia Ventures; Heartcore Capital; Point Nine Capital; Air Street Capital; Partech; Beyond Investing,"Food, Agriculture & Forestry",France,10-Oct-22,gourmeyeur.com,https://techcrunch.com/2022/10/05/gourmey-grabs-48-million-to-keep-working-on-lab-grown-foie-gras/amp/?ref=ctvc.co,https://www.ctvc.co//tax-nerds/
The Rounds,Series A,38000000,First Round Capital; Construct Capital,General Catalyst,"Philadelphia, PA",10-Oct-22,therounds.co,https://techcrunch.com/2022/10/06/the-rounds-raises-38m-series-a-for-its-sustainable-household-restocking-service/?ref=ctvc.co,https://www.ctvc.co//tax-nerds/
Loop,Series A,40000000,Fifth Wall; Agility Ventures; B. Riley Financial,Transportation & Mobility,"El Segundo, CA",10-Oct-22,loopnet.com,https://techcrunch.com/2022/10/03/loop-ev-charging-series-a/?ref=ctvc.co,https://www.ctvc.co//tax-nerds/
LineVision,Series C,33000000,S2G Ventures; Climate Innovation Capital; Zoma Capital; UP Partners; National Grid Partners; Microsoft Climate Innovation Fund; Marubeni; Clean Energy Ventures,"Energy, Power & Storage","Somerville, MA",10-Oct-22,linevisioninc.com,https://www.vcaonline.com/news/news.asp?ID=2022100404&ref=ctvc.co,https://www.ctvc.co//tax-nerds/
Wicked Kitchen,Undisclosed,20000000,Ahimsa VC; NRPT; Woody Harrelson,"Food, Agriculture & Forestry","Minneapolis, MN",10-Oct-22,wickedkitchen.com,https://www.prnewswire.com/news-releases/wicked-kitchen-raises-20m-in-bridge-funding-while-tripling-yoy-sales-growth-301635436.html?utm_campaign=%5Bcampaign_name%5D&utm_medium=email&utm_source=Sailthru&utm_term=Keep%20Cool,https://www.ctvc.co//tax-nerds/
EcoCart,Series A,14500000,Fifth Wall Climate; Capital One Ventures; SVB Capital; SuperAngel.Fund; Base10 Partners; Ryder Ventures,General Catalyst,"San Francisco, CA",10-Oct-22,ecocart.io,https://techcrunch.com/2022/10/05/ecocart-14-5m-sustainable-shopping/?ref=ctvc.co,https://www.ctvc.co//tax-nerds/
Good Car Company,Undisclosed,11000000,Boundless,Transportation & Mobility,Australia,10-Oct-22,,https://www.smartcompany.com.au/startupsmart/news/atlassian-canva-startup-evs/?ref=ctvc.co,https://www.ctvc.co//tax-nerds/
Trash Warrior,Pre-Series A,8000000,AltaIr Capital; Amino Capital; Operator Partners; Vermilion Ventures; Hyphen Capital; Primavera Capital; Sand Hill Angels; Lombard Street Ventures; 500 Startups,"Waste, Plastic & Recycling","San Francisco, CA",10-Oct-22,,https://www.finsmes.com/2022/10/trash-warrior-raises-8m-in-pre-series-a-funding-round.html?utm_campaign=%5Bcampaign_name%5D&utm_medium=email&utm_source=Sailthru&utm_term=Keep%20Cool,https://www.ctvc.co//tax-nerds/
Anthro Energy,Seed,7200000,Union Square Ventures; Energy Revolution Ventures; Ultratech Capital Partners; Voyager Ventures; Nor’Easter Ventures; Stanford University,"Energy, Power & Storage","Palo Alto, CA",10-Oct-22,anthroenergy.com,https://fortune.com/2022/10/03/why-famed-tech-investor-bill-gurley-says-founders-should-ignore-macroeconomic-conditions-and-go-into-launch-mode-now/?ref=ctvc.co,https://www.ctvc.co//tax-nerds/
Greenenergy,Undisclosed,5000000,Deetken Impact Sustainable Energy,"Energy, Power & Storage",Costa Rica,10-Oct-22,greenenergyconsumers.org,https://latamlist.com/costa-rican-company-greenenergy-raises-5m/?ref=ctvc.co,https://www.ctvc.co//tax-nerds/
Halo.Car,Seed,5000000,At One Ventures; T-Mobile Ventures; Earthshot Ventures; Boost VC,Transportation & Mobility,"Las Vegas, NV",10-Oct-22,halocarbon.com,https://techcrunch.com/2022/10/05/halo-cars-teleoperated-car-sharing-service-to-roll-out-this-year-with-no-one-behind-the-wheel/?ref=ctvc.co,https://www.ctvc.co//tax-nerds/
Ocean Aero,Series D,4000000,S2G Ventures,Transportation & Mobility,"San Diego, CA",10-Oct-22,oceanaero.com,https://www.s2gventures.com/post/welcome-ocean-aero?utm_campaign=%5Bcampaign_name%5D&utm_medium=email&utm_source=Sailthru&utm_term=Keep%20Cool,https://www.ctvc.co//tax-nerds/
Falca,Pre-Series A,3000000,Inflection Point Ventures; Mumbai Angels; LetsVenture,"Food, Agriculture & Forestry",India,10-Oct-22,falca.com,https://www.entrepreneur.com/en-in/news-and-trends/falca-raises-over-3-million-in-pre-series-a-funding/436698?ref=ctvc.co,https://www.ctvc.co//tax-nerds/
Molten Industries,Seed,2500000,USV; Fifty Years; J4 Ventures; Moai Capital; UVC Partners,"Energy, Power & Storage","Stanford, CA",10-Oct-22,moltenindustries.com,https://www.axios.com/pro/climate-deals/2022/10/04/molten-industries-fires-up-hydrogen-production-heavy-industry?ref=ctvc.co,https://www.ctvc.co//tax-nerds/
TissenBio Farms,Pre-Series A,1600000,Envisioning Partners; FuturePlay; Mirae Holdings; Stonebridge Ventures,"Food, Agriculture & Forestry",South Korea,10-Oct-22,,https://docs.google.com/forms/d/e/1FAIpQLSc4sq585CtmeBqAkbXaZ3Nctaa5-0mPze4HqnavNzQtRvX5SQ/viewform?usp=sf_link&ref=ctvc.co,https://www.ctvc.co//tax-nerds/
Raise Green,Seed,1200000,TechStars,General Catalyst,"Somerville, MA",10-Oct-22,raisegreen.com,https://www.axios.com/pro/climate-deals/2022/10/05/raise-green-seed-funding-blackstone-onyx?ref=ctvc.co,https://www.ctvc.co//tax-nerds/
Reneum Institute,Pre-Seed,4100000,Ajeej Capital,"Energy, Power & Storage",Singapore,10-Oct-22,,https://www.saurenergy.com/solar-energy-news/green-marketplace-reneum-raises-4-1m-pre-seed-funding-led-by-ajeej-capital?ref=ctvc.co,https://www.ctvc.co//tax-nerds/
Rentle,Seed,3700000,Tera Ventures; Anthemis Group; The Fund; Mission One Capital; Maki.VC,Other,Finland,10-Oct-22,rentler.com,https://tech.eu/2022/09/19/reimagining-commerce-for-circular-economy-finnish-platform-rentle-raises-38-million?ref=ctvc.co,https://www.ctvc.co//tax-nerds/
Farmerline,Seed,1500000,Oikocredit International; Acumen Resilient Agriculture Fund; Greater Impact Foundation; FMO,"Food, Agriculture & Forestry",Ghana,10-Oct-22,farmerline.co,https://techcrunch.com/2022/09/27/ghanaian-agtech-farmerline-raises-1-5m-from-dutch-investor-oikocredit/?ref=ctvc.co,https://www.ctvc.co//tax-nerds/
Innomy,Pre-Series A,1300000,Corporación Cervino; Zubi Capital; Eatable Adventures; the National Center for Technology and Food Safety; Rockstart,"Food, Agriculture & Forestry",Spain,10-Oct-22,innomylabs.com,"https://www.eu-startups.com/2022/09/bilbao-based-innomy-picks-up-e1-3-million-to-make-mushroom-based-alt-protein/?ref=ctvc.co#:~:text=FundingSpain-Startups-,Bilbao-based%20Innomy%20picks%20up%20%E2%82%AC1.3%20million,make%20mushroom-based%20alt-protein&text=Foodtech%20startup%20Innomy%20has%20just,more%20sustainable%20protein%20of%20choice.",https://www.ctvc.co//tax-nerds/
